,상가업소번호,상호명,상권업종소분류코드,경도,위도,시도명,시군구명,법정동명
38979,12210299,까치놀,Q03A02,128.486324008267,35.8499786006023,대구광역시,달서구,호산동
10785,15997654,볼륨,Q01A01,128.617931666224,35.8652912754825,대구광역시,수성구,범어동
71685,19914553,조광식당,Q01A01,128.575038465933,35.8887673437836,대구광역시,북구,노원동2가
86874,17524678,프레드피자수성구점,Q06A01,128.630014199488,35.8655349747963,대구광역시,수성구,범어동
14111,16598928,오우,Q09A07,128.589006181312,35.8693933679413,대구광역시,중구,수동
40516,12496892,기라성,Q09A10,128.56523796582,35.8890482061575,대구광역시,서구,비산동
24934,12080561,빵장수꽈배기,Q08A01,128.611436741183,35.8947525902881,대구광역시,북구,산격동
93553,17856845,또와분식,Q04A01,128.732288109878,35.8695879020508,대구광역시,동구,신서동
81007,16980308,치킨구단,Q01A01,128.634873230851,35.8736122632648,대구광역시,동구,효목동
43880,19919525,아지방,Q01A01,128.589280198746,35.8645248814098,대구광역시,중구,남산동
21340,11771401,신불떡볶이,Q04A03,128.580023800983,35.8478773881926,대구광역시,남구,대명동
64560,25249722,디토르테,Q01A01,128.598809730946,35.8683804905147,대구광역시,중구,공평동
40192,12546331,나드리김밥감삼점,Q04A01,128.54156702192,35.8514909102589,대구광역시,달서구,감삼동
8475,20298526,코페아커피,Q12A01,128.599925798315,35.8621918507086,대구광역시,중구,봉산동
38725,12620521,아재가꿉어주께,Q01A01,128.494460297544,35.8587603963284,대구광역시,달서구,신당동
24762,17014544,칠곡에소문난집,Q01A01,128.554346371422,35.9250705861977,대구광역시,북구,구암동
100263,18316228,산홍아나고곰장어,Q01A01,128.615009559191,35.8969606018676,대구광역시,북구,복현동
11416,25671987,스모프치킨,Q05A08,128.552880197749,35.8799753327191,대구광역시,서구,평리동
75367,19918778,신대우식당,Q01A01,128.548543550767,35.8919106892978,대구광역시,서구,비산동
82664,17257902,더커먼,Q12A01,128.606398383369,35.8673690003836,대구광역시,중구,동인동4가
17907,25885285,김여사네닭,Q05A08,128.484689337134,35.8506071227562,대구광역시,달서구,호산동
32825,26218806,삼천포수산,Q03A02,128.536953241359,35.8075537064855,대구광역시,달서구,도원동
14507,16595503,역전할머니맥주,Q09A01,128.584461467339,35.8567069005294,대구광역시,중구,남산동
22632,12482533,허브,Q12A01,128.624750426978,35.865012655406,대구광역시,수성구,범어동
34028,16114039,방촌역야시장,Q01A01,128.669059425483,35.8802497053982,대구광역시,동구,방촌동
83643,17270932,어사,Q03A02,128.496456613302,35.8770491024133,대구광역시,달성군,다사읍
41827,26156987,목구멍때밀어왕소금구이,Q01A02,128.577950776732,35.8764683611935,대구광역시,서구,비산동
63859,16428809,헤이차일드,Q14A02,128.630301150153,35.8766016788384,대구광역시,동구,신천동
67583,16447103,장군이막창,Q01A01,128.531080255142,35.8029469316856,대구광역시,달서구,대곡동
26482,12043436,현정이네,Q01A01,128.611757931445,35.8414377938363,대구광역시,수성구,중동
83350,17251521,도담이모순대,Q01A01,128.556714645083,35.8534136199168,대구광역시,달서구,두류동
85520,17481354,일품칼국수,Q01A01,128.54425767273,35.8402031390762,대구광역시,달서구,본리동
